Timestamp,Value,Type
22:11:43.246,"4\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"1\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"1\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"1\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"1\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"1\r\n",received
22:11:43.246,"1\r\n",received
22:11:43.246,"1\r\n",received
22:11:43.246,"1\r\n",received
22:11:43.246,"-1\r\n",received
22:11:43.246,"-1\r\n",received
22:11:43.246,"-1\r\n",received
22:11:43.246,"-2\r\n",received
22:11:43.246,"-1\r\n",received
22:11:43.246,"-2\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-2\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-4\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-5\r\n",received
22:11:43.246,"-5\r\n",received
22:11:43.246,"-4\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"5\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"3\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"2\r\n",received
22:11:43.246,"1\r\n",received
22:11:43.246,"1\r\n",received
22:11:43.246,"0\r\n",received
22:11:43.246,"-1\r\n",received
22:11:43.246,"1\r\n",received
22:11:43.246,"0\r\n",received
22:11:43.246,"0\r\n",received
22:11:43.246,"0\r\n",received
22:11:43.246,"0\r\n",received
22:11:43.246,"0\r\n",received
22:11:43.246,"0\r\n",received
22:11:43.246,"0\r\n",received
22:11:43.246,"0\r\n",received
22:11:43.276,"-1\r\n",received
22:11:43.276,"-2\r\n",received
22:11:43.276,"-2\r\n",received
22:11:43.276,"-2\r\n",received
22:11:43.276,"-2\r\n",received
22:11:43.276,"-3\r\n",received
22:11:43.276,"-4\r\n",received
22:11:43.276,"-3\r\n",received
22:11:43.276,"-4\r\n",received
22:11:43.276,"-4\r\n",received
22:11:43.276,"-5\r\n",received
22:11:43.276,"-6\r\n",received
22:11:43.276,"-7\r\n",received
22:11:43.276,"-6\r\n",received
22:11:43.276,"-7\r\n",received
22:11:43.276,"-8\r\n",received
22:11:43.276,"-8\r\n",received
22:11:43.276,"-8\r\n",received
22:11:43.276,"-8\r\n",received
22:11:43.276,"-8\r\n",received
22:11:43.276,"-10\r\n",received
22:11:43.276,"-9\r\n",received
22:11:43.276,"-9\r\n",received
22:11:43.276,"-10\r\n",received
22:11:43.276,"-9\r\n",received
22:11:43.276,"-10\r\n",received
22:11:43.276,"3\r\n",received
22:11:43.276,"1\r\n",received
22:11:43.276,"1\r\n",received
22:11:43.276,"1\r\n",received
22:11:43.276,"1\r\n",received
22:11:43.276,"2\r\n",received
22:11:43.276,"1\r\n",received
22:11:43.276,"1\r\n",received
22:11:43.276,"3\r\n",received
22:11:43.301,"2\r\n",received
22:11:43.301,"2\r\n",received
22:11:43.301,"1\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"2\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-3\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-3\r\n",received
22:11:43.301,"-3\r\n",received
22:11:43.301,"-3\r\n",received
22:11:43.301,"-3\r\n",received
22:11:43.301,"-3\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-3\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-3\r\n",received
22:11:43.301,"-3\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"1\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"1\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"1\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"8\r\n",received
22:11:43.301,"9\r\n",received
22:11:43.301,"8\r\n",received
22:11:43.301,"8\r\n",received
22:11:43.301,"7\r\n",received
22:11:43.301,"8\r\n",received
22:11:43.301,"7\r\n",received
22:11:43.301,"7\r\n",received
22:11:43.301,"6\r\n",received
22:11:43.301,"6\r\n",received
22:11:43.301,"6\r\n",received
22:11:43.301,"6\r\n",received
22:11:43.301,"5\r\n",received
22:11:43.301,"5\r\n",received
22:11:43.301,"4\r\n",received
22:11:43.301,"4\r\n",received
22:11:43.301,"3\r\n",received
22:11:43.301,"2\r\n",received
22:11:43.301,"1\r\n",received
22:11:43.301,"1\r\n",received
22:11:43.301,"1\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"0\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-1\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.301,"-2\r\n",received
22:11:43.319,"-2\r\n",received
22:11:43.319,"-3\r\n",received
22:11:43.319,"-2\r\n",received
22:11:43.319,"-3\r\n",received
22:11:43.319,"-4\r\n",received
22:11:43.319,"-3\r\n",received
22:11:43.319,"-2\r\n",received
22:11:43.319,"-2\r\n",received
22:11:43.319,"-2\r\n",received
22:11:43.319,"-3\r\n",received
22:11:43.319,"-3\r\n",received
22:11:43.319,"-2\r\n",received
22:11:43.319,"-1\r\n",received
22:11:43.319,"-1\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"-1\r\n",received
22:11:43.319,"-1\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"2\r\n",received
22:11:43.319,"2\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"3\r\n",received
22:11:43.319,"3\r\n",received
22:11:43.319,"3\r\n",received
22:11:43.319,"4\r\n",received
22:11:43.319,"3\r\n",received
22:11:43.319,"3\r\n",received
22:11:43.319,"3\r\n",received
22:11:43.319,"3\r\n",received
22:11:43.319,"4\r\n",received
22:11:43.319,"3\r\n",received
22:11:43.319,"3\r\n",received
22:11:43.319,"2\r\n",received
22:11:43.319,"2\r\n",received
22:11:43.319,"2\r\n",received
22:11:43.319,"2\r\n",received
22:11:43.319,"2\r\n",received
22:11:43.319,"2\r\n",received
22:11:43.319,"2\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"1\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"-1\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"0\r\n",received
22:11:43.319,"-1\r\n",received
22:11:43.319,"-2\r\n",received
22:11:43.319,"-3\r\n",received
22:11:43.319,"-3\r\n",received
22:11:43.319,"-3\r\n",received
22:11:43.330,"-3\r\n",received
22:11:43.330,"-5\r\n",received
22:11:43.330,"-5\r\n",received
22:11:43.330,"-6\r\n",received
22:11:43.330,"-5\r\n",received
22:11:43.330,"-6\r\n",received
22:11:43.330,"-5\r\n",received
22:11:43.330,"-6\r\n",received
22:11:43.330,"-6\r\n",received
22:11:43.330,"-7\r\n",received
22:11:43.330,"-6\r\n",received
22:11:43.330,"-5\r\n",received
22:11:43.330,"-5\r\n",received
22:11:43.330,"-5\r\n",received
22:11:43.330,"-4\r\n",received
22:11:43.330,"-5\r\n",received
22:11:43.330,"-5\r\n",received
22:11:43.330,"-4\r\n",received
22:11:43.330,"-3\r\n",received
22:11:43.330,"-4\r\n",received
22:11:43.330,"-4\r\n",received
22:11:43.330,"-3\r\n",received
22:11:43.330,"-3\r\n",received
22:11:43.330,"-4\r\n",received
22:11:43.330,"-4\r\n",received
22:11:43.330,"-5\r\n",received
22:11:43.330,"-4\r\n",received
22:11:43.330,"-4\r\n",received
22:11:43.330,"11\r\n",received
22:11:43.330,"11\r\n",received
22:11:43.330,"10\r\n",received
22:11:43.330,"10\r\n",received
22:11:43.330,"10\r\n",received
22:11:43.330,"9\r\n",received
22:11:43.330,"11\r\n",received
22:11:43.330,"10\r\n",received
